Country,Region,Year,Month,Type_of_Tourism,Tourist_Arrivals,Sales,Profit,Average_Spend_Per_Visitor,Operating_Costs,Marketing_Spend,Number_of_Hotels,Tourism_Sector_Employment,Satisfaction_Score
Thailand,South Asia,2023,January,Cultural,91989,590582.82,239782.18,2563.8,90927.53,37631.26,4810,18668,5.65
South Korea,Southeast Asia,2022,March,Adventure,367755,670424.71,428243.21,4596.94,90170.63,27173.3,561,16648,1.86
Indonesia,South Asia,2023,August,Cultural,354281,380514.57,100442.63,4502.16,155259.4,44153.25,3490,64702,5.87
Vietnam,Southeast Asia,2022,October,Leisure,54550,889142.7,103778.3,2269.23,35705.68,8927.51,2901,89745,9.65
Indonesia,East Asia,2023,July,Adventure,143461,637871.94,358111.66,1370.83,82709.69,20410.88,3969,97134,7.28
Indonesia,East Asia,2022,January,Medical,144567,258104.56,115376.8,2459.11,36539.49,38096.37,3723,72029,2.67
Philippines,South Asia,2021,March,Medical,463011,989284.53,133365.78,1844.22,192087.6,2182.27,4583,41498,3.35
China,South Asia,2023,June,Adventure,316117,998842.32,58613.31,1530.78,6249.47,25048.21,4128,4204,8.9
India,East Asia,2020,March,Cultural,98003,639888.3,125204.97,1049.01,74020.99,40058.63,2643,40953,7.58
Japan,Southeast Asia,2021,February,Eco-tourism,264820,267685.69,92690.3,3132.56,113562.65,3649.77,1230,51695,6.47
Singapore,Southeast Asia,2022,April,Eco-tourism,15738,810308.1,48440.98,1745.12,123994.04,33910.32,488,96007,3.78
Malaysia,East Asia,2023,February,Medical,271801,127150.73,114056.57,3138.29,27160.52,17126.72,451,83128,8.22
Malaysia,East Asia,2022,September,Medical,472053,780304.35,258472.19,1714.97,14764.24,40428.68,1481,4523,9.32
South Korea,Southeast Asia,2022,June,Cultural,34745,158835.79,84418.93,1317.94,98054.62,49285.36,155,63719,1.79
Indonesia,East Asia,2021,August,Medical,320851,674976.87,66662.89,1113.82,73973,22259.71,1418,21903,4.11
India,Southeast Asia,2021,January,Adventure,169438,619622.1,376466.62,3496.82,142255.84,18255.66,2159,39142,5.6
Malaysia,East Asia,2023,December,Eco-tourism,50235,651669.77,15467.87,3780.9,134041.2,38036.9,495,47611,5.17
Thailand,Southeast Asia,2022,January,Medical,176037,412098.52,214337.75,2021.07,183914.64,41061.9,1411,65343,5.85
South Korea,Southeast Asia,2020,November,Leisure,178885,906887.85,266541.26,2598.98,188808.59,15343,3267,89573,9.86
Malaysia,South Asia,2021,September,Leisure,208414,234174.73,190189.04,1888.55,41307.79,47951.22,4724,38421,4.53
India,Southeast Asia,2023,January,Leisure,90277,560427.62,124136.41,3200.78,58553.97,10083.01,3915,47153,4.63
Philippines,South Asia,2021,February,Leisure,452572,654701.54,91563.54,2461.7,131581.48,9464.47,4544,17450,2.74
South Korea,South Asia,2021,November,Cultural,451499,26277.88,149137.39,1016.1,23104.87,34913.45,3692,92899,9.09
Japan,South Asia,2020,July,Medical,45019,921403.54,334397.79,3887.69,44482.98,10518.51,4645,23863,7.38
Philippines,Southeast Asia,2023,August,Adventure,326335,172067.21,175222.36,4801.09,159498.98,21317.93,4358,95952,6.34
South Korea,Southeast Asia,2020,August,Leisure,167660,518075.83,230521.54,3267.09,177825.47,12197.7,2223,84503,4.14
South Korea,South Asia,2021,April,Eco-tourism,279432,373330.86,86287.31,4248.42,161375.85,29986.65,2894,82179,8.25
Singapore,Southeast Asia,2023,November,Adventure,376637,661426.35,262720.5,1851.37,157474.09,28883.33,3287,16042,8.9
South Korea,Southeast Asia,2020,April,Cultural,386065,839051.29,166649.9,4187.97,100151.02,12775.91,414,30377,4.85
Malaysia,Southeast Asia,2022,January,Leisure,397702,200667.06,136070.46,1440.75,32318.49,38838.7,2305,93831,6.1
Philippines,Southeast Asia,2022,March,Medical,309158,616614.64,166697.28,2966.23,199335.91,46654.09,3856,52155,7.51
India,East Asia,2023,December,Medical,40379,482276.12,101035.51,3888.1,56051.55,8991.07,3599,69619,2.63
Vietnam,Southeast Asia,2023,September,Eco-tourism,260583,834963.1,184895.78,2010.44,60510.32,18265.8,2124,24447,2.25
Philippines,South Asia,2021,August,Leisure,84545,746930.09,46267.16,2779.45,168298.41,22887.62,728,76654,8.73
Thailand,South Asia,2022,September,Leisure,363825,524056.78,140408.79,3276.79,168636.06,31939.01,3054,66551,4.19
Singapore,Southeast Asia,2021,December,Cultural,315908,77611.8,298990.29,1169.98,9666.76,11005.49,3103,19577,9.64
South Korea,South Asia,2021,June,Leisure,107708,649563.44,457484.75,4747.84,183251.23,21161.55,3681,65902,7.87
Vietnam,South Asia,2020,October,Cultural,471324,55422.9,447944.16,1476.58,141336.01,3478.83,1761,97210,2.2
Singapore,Southeast Asia,2020,June,Adventure,120042,874465.89,75011.04,3735.51,55195.36,31889.94,3319,13320,8.99
Malaysia,East Asia,2023,April,Cultural,276381,575606.13,490991.42,552.08,175094.62,42412.91,513,69795,1.27
China,South Asia,2023,November,Leisure,118339,801851.95,457975.29,781.74,199866.03,48139.79,636,59590,1.01
Malaysia,East Asia,2020,September,Cultural,406325,796497.21,394008.48,2586.8,146372.53,32405.83,982,12117,6.58
South Korea,East Asia,2020,August,Cultural,332415,277558.96,290952.33,4567.65,100585.56,33654.34,3124,38889,9.9
Vietnam,East Asia,2021,March,Leisure,478709,566469.05,410871.54,3945.23,197929.09,22963.68,1941,73877,2.01
Japan,East Asia,2023,May,Adventure,84712,652007.75,413765.14,620.22,13058.38,13891.21,3413,9665,9.5
India,East Asia,2023,August,Medical,36390,23645.23,429025.95,3718.78,20019.81,14137.86,262,57074,2.73
Japan,South Asia,2022,October,Eco-tourism,400054,727692.81,271651.17,1880.2,143873.16,32397.96,2129,1780,9.16
Japan,Southeast Asia,2021,June,Eco-tourism,183595,170230.2,289075.78,1283.29,43741.19,28535.25,4286,58250,7.21
South Korea,South Asia,2023,April,Medical,492747,932436.11,376975.7,2795.68,135134.64,45962.2,1422,77600,3.99
India,South Asia,2023,May,Leisure,165500,96732.59,351283.51,3813.33,105426.45,15648.86,2670,1356,6.76
Philippines,South Asia,2023,October,Leisure,140246,568209.55,116490.55,2562.6,130283.37,11901.88,1939,64968,3.81
China,South Asia,2022,September,Medical,161038,621170.64,434851.66,1817.41,143300.07,34488.89,105,17727,2.71
Vietnam,South Asia,2023,October,Cultural,401434,966100.52,376748.1,2248.44,25137.16,15944.25,1616,26006,6.82
Japan,Southeast Asia,2020,April,Medical,373004,791710.88,150763.22,1969.65,174249.69,34779.66,1660,38811,7.38
Vietnam,South Asia,2020,November,Eco-tourism,131416,821303.68,304761.31,2627.58,104680.34,2492.72,4956,84677,6.52
China,East Asia,2023,January,Cultural,44353,16380.54,262062.87,742.31,87433.79,33485.96,3034,75222,8.23
India,East Asia,2021,June,Medical,116867,288409.74,155739.69,1981.56,111928.33,6429.89,4495,30919,7.87
Vietnam,East Asia,2022,May,Leisure,458190,573879.12,372187.65,2610.08,140284.1,2955.67,524,47656,3.9
Singapore,East Asia,2020,June,Medical,423430,333034.54,85513.69,3392.21,78547.5,25525.37,2940,12299,5.27
South Korea,Southeast Asia,2023,February,Cultural,406070,193240.18,363188.41,4311.77,82431.36,6255.3,3824,41587,8.35
India,South Asia,2022,August,Cultural,165446,227188.41,485308.22,2399.41,19521.46,47609.17,1398,22139,7.55
Philippines,South Asia,2020,January,Cultural,105976,309958.52,267740.8,987.8,102269.44,35082.18,1546,52246,9.11
China,East Asia,2021,October,Adventure,329354,548080.41,155697.63,1626.94,72501.72,48260.24,684,62543,8.71
South Korea,South Asia,2023,March,Eco-tourism,489497,622372.07,421931.03,1576.78,184560.63,25850.56,2573,59106,1.12
Malaysia,East Asia,2020,March,Leisure,320806,223641.87,295661.41,1754.39,31739.42,17862.96,1758,26982,9.6
Japan,South Asia,2023,November,Leisure,404979,569281.81,301006.17,4692.69,57417.58,34968.33,4937,23403,7.85
Thailand,East Asia,2020,December,Leisure,377067,30746.23,97583.64,4162.59,177925.05,49490.84,2590,88391,8.97
Philippines,Southeast Asia,2020,February,Cultural,433158,676718.56,266588.87,2836.4,132227.62,14922.26,1415,77272,9.47
India,South Asia,2022,July,Adventure,176554,639601.86,100930.51,3968.47,198784.87,20021.11,3821,32472,8.23
India,Southeast Asia,2021,April,Medical,335472,286373.5,464696.51,3485.59,77636.25,46361.64,4763,50191,1.76
Philippines,East Asia,2020,February,Cultural,34729,73444.86,173088,3390.98,164868.88,12348.05,449,92994,2.37
Vietnam,Southeast Asia,2023,June,Cultural,481736,270997.27,114250.51,1436.33,122802.27,42887.43,3823,3381,7.19
China,South Asia,2022,January,Leisure,131076,172873.04,413833.11,4404,112419.12,47150.89,4375,95984,5.2
Indonesia,Southeast Asia,2022,July,Medical,391846,570664.6,323887.85,1826.05,129475.06,11515.43,2678,79546,8.28
China,Southeast Asia,2020,June,Medical,412684,44255.05,151211.09,1197.64,84767.55,12163.19,1482,88505,8.94
India,Southeast Asia,2022,December,Leisure,440781,327415.37,42829.88,3625.21,88662.16,36960.25,436,12729,5.94
Vietnam,Southeast Asia,2022,August,Medical,125559,888671.1,103569.96,978.48,24075.01,21112.01,3997,41313,4.45
Vietnam,East Asia,2021,January,Leisure,87028,532612.22,39505.98,1386.83,68563.11,48205.24,1663,10593,9.28
China,East Asia,2021,March,Eco-tourism,457700,673104.24,469572.24,4119.1,106548.23,25978.19,3504,22657,5.49
Indonesia,East Asia,2022,May,Medical,359798,922240.98,284620.34,4151.93,88161.07,17533.61,2797,20973,8.59
South Korea,Southeast Asia,2023,November,Medical,247653,453778.48,399621.99,1358.26,110816.59,34739.87,735,55057,1.82
China,Southeast Asia,2022,April,Eco-tourism,259113,72130.96,112256.77,2277.45,41841.25,29713.85,194,65420,2.26
Thailand,South Asia,2021,May,Cultural,17732,473090.93,276747.76,2164.38,43887.16,21468.94,3933,63390,8.39
Japan,Southeast Asia,2020,October,Leisure,375755,800862.16,44033.64,3961.3,173366.21,14218.25,3159,1426,9.49
Vietnam,Southeast Asia,2023,May,Cultural,156961,161950.46,165894.04,1595.64,108765.74,13518.44,339,93597,6.53
Vietnam,Southeast Asia,2023,February,Eco-tourism,387562,108373.69,162069.17,2244.62,37358.42,20513.95,2797,3045,7.7
Malaysia,East Asia,2022,August,Cultural,470986,311656.96,81300.4,4360.56,92301.97,45362,3997,77382,1.38
Malaysia,Southeast Asia,2022,February,Adventure,115841,205442.62,113687.51,3055.72,137438.41,35433.95,1401,44185,6.75
Vietnam,Southeast Asia,2022,May,Eco-tourism,441599,349705.12,478396.85,1114.81,169987,35142.9,3090,62118,4.45
Japan,South Asia,2020,May,Medical,11596,222582.34,379991.27,2856.39,63686.37,27858.68,4063,75083,7.96
Thailand,East Asia,2023,December,Eco-tourism,43592,196553.43,266067.38,2645.7,14947.39,34925.66,4140,40672,9.62
South Korea,South Asia,2021,January,Eco-tourism,219547,350413.1,36738.3,1917.62,17493.76,5943.52,4671,10124,4.55
Thailand,Southeast Asia,2020,June,Cultural,101987,352103.82,283092.13,1377.49,56945.01,12934.86,927,36687,3.69
Singapore,Southeast Asia,2022,May,Eco-tourism,238271,144074.25,308576.16,4045,195202.98,15960.29,3676,93065,3.38
China,South Asia,2021,April,Adventure,36260,616929.13,201267.05,2450.33,47118.71,18366.85,1025,90924,6.97
South Korea,East Asia,2023,August,Adventure,80271,758085.79,260173.35,4048.85,100804.88,22498.59,1021,95094,6.19
Japan,Southeast Asia,2021,December,Medical,39113,296751.98,301412.77,4043.78,120144.08,29956.4,1094,1638,6.54
India,East Asia,2022,July,Adventure,110726,425610.92,497782.17,4509.42,196251.44,12266.34,1814,95447,5.9
Philippines,South Asia,2022,April,Eco-tourism,31915,860710.41,223678.02,3198.94,169124.85,16429.51,4942,7821,3.1
Singapore,Southeast Asia,2021,March,Cultural,92021,127514.82,249550.64,2874.11,196847.58,44202.72,2877,34776,9.6
India,Southeast Asia,2023,December,Medical,322262,295289.35,484715.52,2950.8,179705.81,8612.68,670,1215,5.73
India,East Asia,2022,December,Adventure,296027,185190.48,73850.43,4812.61,194536.87,10213.84,3891,95352,3.66
Philippines,East Asia,2023,March,Leisure,330138,588290.54,52063.75,1363.87,166628.21,36333.07,684,64904,8.18
Philippines,South Asia,2022,September,Medical,148143,355250.92,348761.83,1844.22,190120.41,49267.19,869,70612,7.3
Thailand,Southeast Asia,2023,February,Medical,490581,556754.43,35280.5,3856.42,14366.23,20178.58,1383,62973,2.58
Indonesia,Southeast Asia,2023,April,Eco-tourism,425316,97246.15,57355.61,1062.09,185134.17,7138.21,1752,86062,2.71
China,South Asia,2023,April,Eco-tourism,364179,987314.08,242105.9,1262.02,81433.27,27278.59,4270,27522,7.83
Japan,Southeast Asia,2021,September,Eco-tourism,395778,848377.61,264716.63,4527.12,123172.33,11234.95,4757,67965,5.95
China,East Asia,2021,March,Adventure,18205,976069.89,283899.14,4169.5,15870.35,36977.29,2466,36932,9.4
Philippines,South Asia,2022,March,Cultural,405659,775115.52,26333.55,3998.39,191802.12,31756.22,410,93619,4.12
South Korea,South Asia,2023,November,Eco-tourism,289402,14207.8,76427.92,570.26,34747.04,37180.28,4983,56290,6.74
Thailand,South Asia,2023,February,Eco-tourism,226866,813514.35,95614.45,3009.52,131274.66,33249.66,3494,4622,7.05
Malaysia,East Asia,2022,September,Leisure,196825,486582.76,462510.91,3602.29,191334.86,48538.32,499,92992,5.71
India,South Asia,2023,October,Adventure,480371,223078.08,395877.49,2074.07,64300.02,19789.79,429,87129,4.36
China,East Asia,2020,November,Medical,380753,986355.46,173533.03,3764.86,41065.53,5007.01,1577,38732,8.11
Japan,East Asia,2020,September,Eco-tourism,442029,64640.64,214345.08,4563.61,23589.05,36976.33,640,38256,5.41
China,South Asia,2020,July,Medical,90076,891036.66,297592.07,2853.23,63852.21,23104.74,3096,58724,9.54
Japan,South Asia,2022,November,Adventure,499338,910313.46,94467.15,613.74,51043.56,26349.22,3064,73875,9.24
Vietnam,South Asia,2021,September,Medical,187756,993527.69,107451.44,2578.45,57232.62,41762.6,255,34189,6.44
Vietnam,South Asia,2021,September,Adventure,187871,549557.2,468702.3,4671.73,144276.75,26831.9,1278,33307,9.74
Singapore,Southeast Asia,2022,February,Leisure,434341,238091.44,416302.99,3105.05,64577.3,12693.54,1335,23701,7.2
South Korea,East Asia,2021,September,Leisure,442811,626163.98,439625.9,522.26,160815.1,8236.1,1154,90035,5.87
Vietnam,South Asia,2023,July,Adventure,495783,223545.55,273606.04,3804.49,64070.86,35344.01,2968,59563,2.21
Malaysia,East Asia,2021,February,Adventure,313735,322651.98,427268.04,3641.69,91999.56,33793.75,4229,77613,9.59
Japan,South Asia,2021,January,Cultural,182381,589806.84,147041.36,3586.56,19341.49,34093.19,2655,51085,1.58
Thailand,Southeast Asia,2022,May,Eco-tourism,135502,84950,270496.04,3880.72,16158.03,37888.92,607,80772,3.42
Thailand,East Asia,2022,October,Medical,369018,867965.57,245139.07,3931.31,122525.51,8554.28,4998,12306,1.5
Japan,South Asia,2022,March,Leisure,258264,346533.07,274039.38,3380.08,156031.37,34162.4,1302,94879,8.44
Thailand,South Asia,2023,February,Eco-tourism,179020,202450.76,383413.63,1895.01,109244.05,36392.23,3758,82000,3
Philippines,Southeast Asia,2023,September,Adventure,212903,196638.92,351693.62,859.59,76598,16220.46,943,26273,7.07
Vietnam,East Asia,2022,December,Medical,43573,496919.32,321643.28,2491.87,121853.95,35374.71,1166,81959,6.61
Indonesia,Southeast Asia,2021,September,Medical,99050,437300.35,442785.28,4127.42,36462.98,5726.52,117,78204,6.43
Philippines,Southeast Asia,2020,October,Eco-tourism,167514,916351.28,376515.07,818.66,66662.13,47622.39,1532,1245,6.14
Philippines,South Asia,2023,May,Cultural,206373,186063.26,110734.67,3666.13,169883.25,39014.84,4427,8080,5.49
China,Southeast Asia,2020,November,Adventure,68700,607751.76,387072.59,2967.46,190688.21,40019.43,2042,80374,2.4
Thailand,Southeast Asia,2021,July,Cultural,232782,343231.45,115374.9,3236.52,121607.54,23185.89,3733,25186,4.37
Thailand,Southeast Asia,2020,July,Cultural,262786,383461.2,22788.56,864.79,80314.14,32646.25,489,62382,9.61
Thailand,South Asia,2023,August,Cultural,285936,832389.82,231959.96,4266.14,127848.9,45084.25,3708,93317,3.24
Singapore,East Asia,2023,July,Eco-tourism,60198,878996.84,30963.26,4419.91,156980.45,10677.98,3075,25858,4.77
Indonesia,Southeast Asia,2021,June,Medical,287211,997865.25,172897.94,4787.54,138487.3,18027.4,4891,34897,7.52
Indonesia,South Asia,2022,October,Adventure,222191,877596.04,247732.32,3154.8,106395.56,31357.27,4084,46053,8.35
Philippines,South Asia,2020,February,Medical,195197,324277.32,151151.46,4602.31,57559.13,2144.39,1153,21731,4.51
China,South Asia,2022,June,Medical,77808,897851.43,147858.48,3009.39,110289.47,13968.97,165,98364,2.14
Philippines,South Asia,2021,February,Eco-tourism,202273,578169.18,189961.32,1734.54,121442.17,15739.47,1192,47781,2.31
Indonesia,South Asia,2023,August,Eco-tourism,465282,566058,43861.79,683.57,127953.04,31863.54,1066,16970,6.98
South Korea,Southeast Asia,2020,March,Adventure,434954,486888.14,230549.85,4009.22,115884.2,5599.09,4405,71372,5.23
Thailand,Southeast Asia,2023,July,Cultural,445194,129107.77,212082.71,848.19,172831.37,39752.83,4544,91508,1.16
Indonesia,South Asia,2023,February,Cultural,82488,424319.29,68121.71,3328.03,24644.04,2676.93,1111,39077,5.51
Vietnam,South Asia,2022,December,Medical,398548,506605.51,13930.57,1069.16,70990.02,27487.12,4425,94864,7.11
South Korea,South Asia,2021,September,Eco-tourism,18300,256618.21,185717.7,1900.61,61879.18,48483.24,1972,98561,4.2
Vietnam,Southeast Asia,2021,April,Cultural,230228,193570.73,226950.04,1993.9,93113.22,5094.18,2997,51960,9.95
India,South Asia,2021,January,Cultural,140020,951166.28,112266.08,3295.73,154166.45,35804.18,559,53891,3.9
South Korea,Southeast Asia,2021,March,Cultural,112106,287731.81,109546.49,4718.65,106511.2,15329.63,3115,11094,6.46
Singapore,Southeast Asia,2020,June,Adventure,77274,685575.6,283416.12,2243.73,189795.48,26813.72,1792,72497,7.66
Philippines,East Asia,2023,July,Eco-tourism,388338,879230.31,152884.81,1976.88,107780.2,42879.11,4364,4685,6.21
Malaysia,South Asia,2023,February,Eco-tourism,23697,818433.88,59795.56,1788.6,78410.12,14589.5,3132,21675,6.18
Malaysia,South Asia,2023,November,Medical,125775,973149.61,101998.15,2664.25,69297,46467.38,3329,92694,4.6
Thailand,East Asia,2022,October,Medical,167691,290108.87,183399.23,3229.19,78151.7,3013.67,2415,78957,9
Philippines,Southeast Asia,2023,January,Cultural,82587,811813.3,303003.73,4350,169201.1,40408.05,4902,25254,4.85
Philippines,South Asia,2022,March,Medical,430677,797382.81,495321.02,2787.96,123063.52,39438.89,552,4664,4.52
Singapore,Southeast Asia,2021,April,Medical,249089,794856.66,469076.23,3158.48,148315.35,9550.62,3251,15719,6.17
India,Southeast Asia,2020,November,Eco-tourism,333721,118277.06,259420.62,3683.37,167891.4,2921.2,2895,38008,9.51
China,Southeast Asia,2020,June,Eco-tourism,79888,956971.17,99241.37,3114.3,106856.05,27642.12,723,64366,5.54
Vietnam,East Asia,2023,September,Cultural,131755,341774.71,472525.22,3063.93,81690.41,7198.44,4923,67591,2.05
South Korea,South Asia,2020,October,Medical,136459,242688.8,87600.35,3399.39,136366.01,41404.32,492,99058,8.98
Vietnam,Southeast Asia,2021,January,Cultural,443187,305177.88,451897.39,963.02,49330.97,8119.22,1308,92697,4.32
Thailand,South Asia,2022,March,Eco-tourism,13716,636848.62,97060.04,2473.48,97786.01,12778.37,4993,4882,1.28
India,South Asia,2020,March,Cultural,18879,230715.58,419973.63,4885.46,115630.86,7911.66,1255,82588,9.06
Malaysia,Southeast Asia,2020,November,Eco-tourism,190443,633356.66,323183.42,4375.09,35928.56,44756.15,297,19045,4.2
Singapore,South Asia,2020,October,Medical,171547,188265.08,366426.69,4240.43,64262.84,24910.44,2504,48596,3.95
India,South Asia,2020,July,Leisure,481547,717382.98,264345.09,3127.08,44636.14,7636.21,2690,32603,3.72
Japan,South Asia,2021,February,Leisure,90777,838816.66,295875.71,3193.82,28435.98,49347.28,4733,8833,2.99
India,Southeast Asia,2023,March,Leisure,371527,240322.34,396003.9,3061.77,141871.68,20292.25,2251,56817,1.05
Indonesia,South Asia,2021,March,Eco-tourism,129698,81027.08,17802.71,3404.13,150769.79,4597.79,4132,62347,3.02
Indonesia,Southeast Asia,2020,May,Medical,139268,430934.18,473055.36,839.84,35203.05,11073.06,3772,7682,1.7
Japan,South Asia,2023,March,Medical,206908,950416.31,269722.55,1572.01,92201.8,42893.8,1062,44604,9.95
Philippines,Southeast Asia,2022,January,Adventure,368511,296452.34,58846.61,1888.22,27745.23,7373.69,3558,21709,4.66
Thailand,East Asia,2021,August,Leisure,346253,992612.13,279063.9,588.44,163994.4,22714.66,295,99712,5.33
Singapore,South Asia,2023,March,Medical,248949,457554.87,201416.83,3369.28,180735.91,18531.44,4378,83638,8.85
India,East Asia,2022,September,Medical,304229,959781.21,40235.86,705.84,13507.55,18670.47,482,75426,8.69
Singapore,South Asia,2022,February,Cultural,50894,221679.84,29175.4,583.09,5372.57,28310.75,557,66387,9.76
Malaysia,East Asia,2022,February,Leisure,365710,727188.15,277527.04,3447.59,119271.34,38896.15,3969,9760,6.63
Indonesia,South Asia,2022,February,Eco-tourism,394717,897462.63,233717.91,2492.56,28970.37,40552.18,981,97685,8.95
China,East Asia,2021,June,Cultural,269201,738337.11,484638.16,4255.11,110726.16,27196.35,3461,10914,2.68
Japan,Southeast Asia,2022,February,Medical,407902,126846.06,345041.07,3387.65,42090.94,31568.86,2275,85331,3.59
Malaysia,Southeast Asia,2022,February,Adventure,305792,620247.93,414912.62,4564.53,157933.93,27244.86,3359,49729,5.4
Singapore,Southeast Asia,2020,April,Cultural,289213,730318.28,383538.44,2283.09,168964.33,27238.92,4844,53197,3.18
India,South Asia,2022,March,Eco-tourism,478770,126665.49,54272.02,4210.85,166992.55,13807.91,838,68548,2.18
Philippines,South Asia,2021,July,Medical,151530,504428.45,47290.13,2176.25,94674.95,39590.44,2560,55959,1.18
India,South Asia,2020,April,Medical,156952,140274.76,481048.83,1911.1,194520.18,22125.57,2291,5905,5.04
Philippines,East Asia,2020,July,Eco-tourism,75121,36338.11,105454.02,740.76,87109.01,30980.3,2645,57600,1.78
Indonesia,East Asia,2023,June,Medical,145082,756465.68,380649.5,2494.98,164070.77,26442.9,3067,83037,4
Japan,Southeast Asia,2020,April,Cultural,297330,995100.03,271446.93,4031.12,67206.15,9307.23,1231,45712,5.31
Singapore,Southeast Asia,2023,August,Adventure,458976,308223.91,328882.29,2852.89,111974.98,44005.59,3836,42238,9.61
Indonesia,Southeast Asia,2020,April,Eco-tourism,208659,476015.23,157390.33,2853.48,142223.3,5723.38,760,44495,3.7
Japan,Southeast Asia,2020,August,Eco-tourism,90972,210099.38,353941.92,1384.2,17207.52,31647.39,4739,22322,5.98
Philippines,Southeast Asia,2021,February,Eco-tourism,447312,473829.33,22536.91,2127.04,74321.96,35667.74,4354,30865,4.07
Thailand,South Asia,2021,March,Adventure,472737,676718.1,264685.26,2322.17,12629.5,32721.84,4923,39845,6.2
China,Southeast Asia,2022,August,Adventure,459709,422096.29,356617.91,1715.87,121034.84,47926.55,2429,90493,1.17
India,East Asia,2023,September,Medical,294939,810112.91,31667.83,3126.05,160850.56,26825.86,4562,55664,4.85
Malaysia,South Asia,2022,February,Eco-tourism,14891,414539.93,62533.49,761.86,116617.38,11927.77,1104,56181,9.31
Singapore,Southeast Asia,2020,September,Eco-tourism,344592,679100.22,13707.49,4250.61,118877.04,45440.52,3459,69051,6.93
Vietnam,South Asia,2023,November,Medical,413035,170649.72,306095.52,1937.39,80129.13,43325.17,323,48417,4.23
Singapore,South Asia,2023,June,Adventure,12088,612431.85,15017.66,1535.35,15696.91,18524.58,523,33762,4.7
China,South Asia,2021,July,Eco-tourism,264129,605043.38,377664.74,4975.63,82383.17,8350.84,576,54504,1.69
Thailand,South Asia,2022,August,Medical,37592,779453.65,368969.26,1962.35,183497.36,48777.93,1442,86981,8.52
Thailand,East Asia,2022,October,Adventure,228789,931408.2,157155.14,1644.34,70581.28,49042.31,3292,23208,7.98
Malaysia,Southeast Asia,2021,February,Eco-tourism,190825,193551.52,84071.02,4622.65,131340.52,14238.06,3170,11795,1.1
Indonesia,South Asia,2021,October,Eco-tourism,50612,552507.52,113963.95,3885.86,130206.17,14606.32,1166,20838,6.41
South Korea,Southeast Asia,2021,August,Adventure,274218,254385.91,281827.08,4663.08,152254.02,15099.37,2973,64012,4.06
Thailand,East Asia,2023,June,Leisure,424827,643864.13,208478.37,2441.4,134436.67,31362.02,1320,13378,2.6
India,South Asia,2021,February,Medical,59023,113580.25,182676.06,3121.93,92256.08,3843.52,3681,76374,1.51
Philippines,Southeast Asia,2022,August,Leisure,290732,995954.16,336385.12,3757.03,104032.62,8414.92,2157,73448,3.1
Thailand,East Asia,2021,December,Leisure,393630,202133.57,134742.2,4804.87,44885.98,8755.45,2374,71646,2.52
Philippines,South Asia,2020,April,Leisure,165272,33367.63,162551.92,3773.57,36842.8,9494.44,365,99357,2.89
Vietnam,South Asia,2020,December,Cultural,418569,191704.29,155032.47,2430.43,187062.17,24162.48,1051,89246,7.82
Malaysia,South Asia,2023,November,Medical,85142,854638.22,131747.53,4623.85,30080.45,27851.83,2861,30931,3.81
South Korea,East Asia,2023,August,Cultural,68097,395219.85,67688.04,1037.34,174521.43,3785.65,783,52985,8.89
Indonesia,Southeast Asia,2022,May,Medical,88299,945804.63,468206.32,1231.38,112675.58,46554.42,921,69105,1.86
Indonesia,East Asia,2021,June,Adventure,489178,575152.46,8168.83,4667.18,89177.28,13182.87,1416,88327,8.87
South Korea,South Asia,2020,November,Adventure,354957,54221.15,369772.46,3377.2,98407.78,46434.99,1928,88610,2.39
Vietnam,Southeast Asia,2022,April,Cultural,166291,359337.11,117490.43,2512.6,176221.05,17204.23,1242,15539,8.29
Thailand,Southeast Asia,2022,August,Medical,97180,238735.17,450102.64,4554.82,88725.53,35403.67,582,57426,1.64
Vietnam,South Asia,2021,March,Cultural,227182,269600.62,377992.24,2876.31,84744.36,2342.82,3459,44774,9.53
China,South Asia,2023,June,Adventure,63685,807023.78,78883.94,1694.42,143950.21,17175.99,685,49596,3.23
India,East Asia,2023,September,Adventure,457197,362266.06,106164.24,3893.39,81423.11,8199.68,3494,31498,2.47
Japan,South Asia,2022,July,Leisure,41890,916863.02,351223.7,3958.92,191576.94,29728.69,741,32972,1.84
Japan,Southeast Asia,2022,May,Adventure,74512,837536.81,108546.16,2706.32,150293.42,1898.18,3037,75975,7.28
India,South Asia,2020,June,Leisure,53979,200078.17,106041.08,1541.73,160878.17,48530.25,4287,13710,4.1
Indonesia,Southeast Asia,2020,November,Eco-tourism,430876,430464.74,465268.77,2355.79,55891.29,40414.56,3659,68148,1.62
Thailand,Southeast Asia,2022,July,Cultural,359251,441978.06,228282.6,1558.07,60380.49,35583.26,1496,21807,3.77
Malaysia,Southeast Asia,2023,October,Adventure,44928,450091.29,292852.76,3416.54,164377.76,10646.53,4262,74965,5.87
Philippines,Southeast Asia,2023,February,Cultural,377990,363646.54,417268.62,1984.1,17920.94,48854.91,1388,16979,4.93
Malaysia,South Asia,2021,January,Leisure,361157,68927.63,386722.54,4493.57,121274.44,12847.27,4373,87654,7.92
Philippines,Southeast Asia,2023,August,Eco-tourism,167742,947452,409386.38,4049.97,155096.9,39371.23,3616,52892,1.14
China,East Asia,2022,August,Medical,56635,176430.81,345426.66,968.82,119118.24,48543.55,2917,57694,8.64
